run,desc,cut_mean_u,cut_frac_out,navesink_calm_zs,storage_rise,head_drop_mean,head_drop_peak,barrier_in,throat_in,missing,missing_pct,tidal_range,hwm_bias_pooled,hwm_rmse_pooled,bias_atlantic_oceanfront,n_atlantic_oceanfront,bias_shrewsbury_navesink,n_shrewsbury_navesink,bias_sandy_hook_bay,n_sandy_hook_bay,bias_south_coast,n_south_coast,gauge_peak,gauge_err
faber_flux_25m,PREMIER  (LEAKING)   waves,-1.0770210027694702,1.0,-1.475294589996338,28086992.242566925,1.0192992687225342,2.1180598735809326,9138739.0,371922496.0,352974242.75743306,92.62927066234724,,-0.09026766807154607,0.6962363097696733,0.7316179815928142,3,-0.42244023284912113,10,0.03826303768157957,2,0.059484153747558555,4,2.223051071166992,-0.7119489288330079
faber_nowaves_25m,baseline (LEAKING)   nowaves,,,-1.4964507818222046,22713441.421991628,1.018818736076355,2.128322124481201,,,,,,-0.3745913541191503,0.8122335303619694,-0.26598575274149566,3,-0.6061204691886903,10,-0.01852731418609621,2,-0.0552547874450684,4,1.6632230281829834,-1.2717769718170167
leakfix_extend_nowaves_25m,extend               nowaves,-0.00981410127133131,0.5342465753424658,0.0890340507030487,52547958.146282494,0.012588616460561752,0.4307100772857666,800401.625,48916172.0,-2831384.521282494,-5.695051599168796,,0.1048879901484439,0.49361372202383674,0.3651265048980714,3,0.11375504531860345,10,-0.009521052360534688,2,-0.05525401258468632,4,2.478020191192627,-0.4569798088073731
leakfix_extend_waves_25m,extend               waves,-0.008631833828985691,0.5068493150684932,0.08864941447973251,57625867.88486953,0.011416803114116192,0.4413425922393799,8572283.0,42660944.0,-6392640.884869531,-12.477529250440403,,0.2910540758434095,0.5741297515707214,1.0349466546376547,3,0.2127466300964355,10,0.0298902540206909,2,0.059485167026519736,4,2.6913936138153076,-0.24360638618469244
leakfix_wall_nowaves_25m,wall                 nowaves,-0.01144031435251236,0.958904109589041,0.024587269872426987,53071330.974181205,0.008236602880060673,0.3619253635406494,782929.1875,49232484.0,-3055917.786681205,-6.109952096616786,,0.11557409908896996,0.5004160728122495,0.38423336982727063,3,0.12824922599792474,10,-0.0091339797973633,2,-0.05525413179397587,4,2.5051205158233643,-0.4298794841766358
leakfix_wall_waves_25m,wall                 waves,-0.011653074063360691,0.958904109589041,0.03134298324584961,58243861.73457171,0.00788064394146204,0.36819887161254883,8717188.0,42808752.0,-6717921.73457171,-13.037941150751854,,0.3019359013406854,0.5861706082973861,1.0514002386728925,3,0.2284716943740844,10,0.02997262763977049,2,0.05947980260848995,4,2.7195918560028076,-0.21540814399719244
