run,desc,hwm_bias_pooled,hwm_rmse_pooled,bias_atlantic_oceanfront,rmse_atlantic_oceanfront,n_atlantic_oceanfront,bias_shrewsbury_navesink,rmse_shrewsbury_navesink,n_shrewsbury_navesink,bias_sandy_hook_bay,rmse_sandy_hook_bay,n_sandy_hook_bay,bias_south_coast,rmse_south_coast,n_south_coast,shrewsbury_gauge_peak,shrewsbury_gauge_err
snapwave_tuned_25m,"Faber premier      (clamp on,  bexp0)",-0.09026766807154607,0.6962363097696733,0.7316179815928142,0.7376007762003949,3,-0.42244023284912113,0.7944902139246653,10,0.03826303768157957,0.12264116806254213,2,0.059484153747558555,0.5558240625885563,4,2.223051071166992,-0.7119489288330079
faber_gammax999_25m,"Faber, clamp OFF   (blown-up waves)",0.46700450892197454,1.1875208934196009,1.340260321299235,1.5040136456865674,3,-0.15749974451065069,0.7481211977664747,10,0.039382293701171855,0.11423382651015515,2,1.5871343908309936,1.8963641814605194,4,3.543956756591797,0.6089567565917968
galibier_niter400_25m,"Galibier niter400  (clamp OFF, bexp2)",0.6927529412319785,1.1256258107683308,1.2688617451985678,1.3027728568504262,3,0.20477019348144526,0.7208691415351173,10,0.05435962963104246,0.11846783168523907,2,1.7998248634338379,1.8545479270826717,4,3.2346174716949463,0.29961747169494624
galibier_gammax2_25m,"Galibier + CLAMP   (clamp on,  bexp2)  <- candidate",0.7285182001214278,1.1155314065564816,1.2483647410074872,1.2951298376032718,3,0.313193116569519,0.7752272381141544,10,0.17134495067596434,0.2712193333242594,2,1.6555326280593872,1.7645693250644918,4,3.3803553581237793,0.44535535812377924
galibier_gammax2_niter100_25m,"Galibier + CLAMP, niter100 (convergence arm)",0.7190168244713231,1.115880606702014,1.2570140902201337,1.3019261121147379,3,0.31038713254928585,0.7804989880575436,10,0.08461423206329344,0.13309936475853795,2,1.6542944011688232,1.7639691501167263,4,3.358494281768799,0.4234942817687988
galibier_gammax2_bexp0_25m,"Galibier + CLAMP, bexp0    (Baldock arm)",0.4997943227667557,0.9524632228687258,1.0778558794657391,1.112798423647633,3,0.0578539947509765,0.6438651616455072,10,0.09500510978698729,0.14020344755934666,2,1.3734935817718505,1.527795728753614,4,3.096356153488159,0.16135615348815913
faber_nowaves_25m,"Faber,    waves OFF (baseline)",-0.3745913541191503,0.8122335303619694,-0.26598575274149566,0.8222495248130023,3,-0.6061204691886903,0.9609499131249267,10,-0.01852731418609621,0.0907166356164892,2,-0.0552547874450684,0.5603020691047549,4,1.6632230281829834,-1.2717769718170167
galibier_nowaves_25m,"Galibier, waves OFF (baseline)",-0.3745913541191503,0.8122335303619694,-0.26598575274149566,0.8222495248130023,3,-0.6061204691886903,0.9609499131249267,10,-0.01852731418609621,0.0907166356164892,2,-0.0552547874450684,0.5603020691047549,4,1.6632230281829834,-1.2717769718170167
